verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
see,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Karen asks: Did Stephanie see that Jayden didn't rent a car? Question: Does Karen believe that Jayden didn't rent a car?,Karen asks: Did Stephanie see that Jayden didn't rent a car?,Does Karen believe that Jayden didn't rent a car?,Does Karen believe that Jayden rented a car?
suggest,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Nancy asks: Did Gary suggest that Jayden didn't rent a car? Question: Does Nancy believe that Jayden didn't rent a car?,Nancy asks: Did Gary suggest that Jayden didn't rent a car?,Does Nancy believe that Jayden didn't rent a car?,Does Nancy believe that Jayden rented a car?
think,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Ashley asks: Does Jacob think that Jayden didn't rent a car? Question: Does Ashley believe that Jayden didn't rent a car?,Ashley asks: Does Jacob think that Jayden didn't rent a car?,Does Ashley believe that Jayden didn't rent a car?,Does Ashley believe that Jayden rented a car?
polar,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Betty asks: Did Jayden rent a car? Question: Does Betty believe that Jayden didn't rent a car?,Betty asks: Did Jayden rent a car?,Does Betty believe that Jayden didn't rent a car?,
acknowledge,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Brian asks: Did Melissa acknowledge that Tony didn't have a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Did Melissa acknowledge that Tony didn't have a drink last night?,Does Brian believe that Tony didn't have a drink last night?,Does Brian believe that Tony had a drink last night?
admit,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Edward asks: Did Amanda admit that Tony didn't have a drink last night? Question: Does Edward believe that Tony didn't have a drink last night?,Edward asks: Did Amanda admit that Tony didn't have a drink last night?,Does Edward believe that Tony didn't have a drink last night?,Does Edward believe that Tony had a drink last night?
announce,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kimberly asks: Did Jeffrey announce that Tony didn't have a drink last night? Question: Does Kimberly believe that Tony didn't have a drink last night?,Kimberly asks: Did Jeffrey announce that Tony didn't have a drink last night?,Does Kimberly believe that Tony didn't have a drink last night?,Does Kimberly believe that Tony had a drink last night?
annoyed,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kenneth asks: Is Deborah annoyed that Tony didn't have a drink last night? Question: Does Kenneth believe that Tony didn't have a drink last night?,Kenneth asks: Is Deborah annoyed that Tony didn't have a drink last night?,Does Kenneth believe that Tony didn't have a drink last night?,Does Kenneth believe that Tony had a drink last night?
right,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Paul asks: Is Melissa right that Tony didn't have a drink last night? Question: Does Paul believe that Tony didn't have a drink last night?,Paul asks: Is Melissa right that Tony didn't have a drink last night?,Does Paul believe that Tony didn't have a drink last night?,Does Paul believe that Tony had a drink last night?
confess,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Edward asks: Did Jeffrey confess that Tony didn't have a drink last night? Question: Does Edward believe that Tony didn't have a drink last night?,Edward asks: Did Jeffrey confess that Tony didn't have a drink last night?,Does Edward believe that Tony didn't have a drink last night?,Does Edward believe that Tony had a drink last night?
confirm,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Edward asks: Did Jonathan confirm that Tony didn't have a drink last night? Question: Does Edward believe that Tony didn't have a drink last night?,Edward asks: Did Jonathan confirm that Tony didn't have a drink last night?,Does Edward believe that Tony didn't have a drink last night?,Does Edward believe that Tony had a drink last night?
demonstrate,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kevin asks: Did Jacob demonstrate that Tony didn't have a drink last night? Question: Does Kevin believe that Tony didn't have a drink last night?,Kevin asks: Did Jacob demonstrate that Tony didn't have a drink last night?,Does Kevin believe that Tony didn't have a drink last night?,Does Kevin believe that Tony had a drink last night?
discover,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Scott asks: Did Rebecca discover that Tony didn't have a drink last night? Question: Does Scott believe that Tony didn't have a drink last night?,Scott asks: Did Rebecca discover that Tony didn't have a drink last night?,Does Scott believe that Tony didn't have a drink last night?,Does Scott believe that Tony had a drink last night?
establish,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Lisa asks: Did Nicholas establish that Tony didn't have a drink last night? Question: Does Lisa believe that Tony didn't have a drink last night?,Lisa asks: Did Nicholas establish that Tony didn't have a drink last night?,Does Lisa believe that Tony didn't have a drink last night?,Does Lisa believe that Tony had a drink last night?
hear,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kenneth asks: Did Carol hear that Tony didn't have a drink last night? Question: Does Kenneth believe that Tony didn't have a drink last night?,Kenneth asks: Did Carol hear that Tony didn't have a drink last night?,Does Kenneth believe that Tony didn't have a drink last night?,Does Kenneth believe that Tony had a drink last night?
inform,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Daniel asks: Did Nicholas inform Jane that Tony didn't have a drink last night? Question: Does Daniel believe that Tony didn't have a drink last night?,Daniel asks: Did Nicholas inform Jane that Tony didn't have a drink last night?,Does Daniel believe that Tony didn't have a drink last night?,Does Daniel believe that Tony had a drink last night?
know,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Brian asks: Does Eric know that Tony didn't have a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Does Eric know that Tony didn't have a drink last night?,Does Brian believe that Tony didn't have a drink last night?,Does Brian believe that Tony had a drink last night?
pretend,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Karen asks: Did Jacob pretend that Tony didn't have a drink last night? Question: Does Karen believe that Tony didn't have a drink last night?,Karen asks: Did Jacob pretend that Tony didn't have a drink last night?,Does Karen believe that Tony didn't have a drink last night?,Does Karen believe that Tony had a drink last night?
prove,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Betty asks: Did Melissa prove that Tony didn't have a drink last night? Question: Does Betty believe that Tony didn't have a drink last night?,Betty asks: Did Melissa prove that Tony didn't have a drink last night?,Does Betty believe that Tony didn't have a drink last night?,Does Betty believe that Tony had a drink last night?
reveal,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Jennifer asks: Did Stephanie reveal that Tony didn't have a drink last night? Question: Does Jennifer believe that Tony didn't have a drink last night?,Jennifer asks: Did Stephanie reveal that Tony didn't have a drink last night?,Does Jennifer believe that Tony didn't have a drink last night?,Does Jennifer believe that Tony had a drink last night?
say,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Karen asks: Did Jason say that Tony didn't have a drink last night? Question: Does Karen believe that Tony didn't have a drink last night?,Karen asks: Did Jason say that Tony didn't have a drink last night?,Does Karen believe that Tony didn't have a drink last night?,Does Karen believe that Tony had a drink last night?
see,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Scott asks: Did Nicholas see that Tony didn't have a drink last night? Question: Does Scott believe that Tony didn't have a drink last night?,Scott asks: Did Nicholas see that Tony didn't have a drink last night?,Does Scott believe that Tony didn't have a drink last night?,Does Scott believe that Tony had a drink last night?
suggest,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Daniel asks: Did Melissa suggest that Tony didn't have a drink last night? Question: Does Daniel believe that Tony didn't have a drink last night?,Daniel asks: Did Melissa suggest that Tony didn't have a drink last night?,Does Daniel believe that Tony didn't have a drink last night?,Does Daniel believe that Tony had a drink last night?
think,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Sandra asks: Does Jonathan think that Tony didn't have a drink last night? Question: Does Sandra believe that Tony didn't have a drink last night?,Sandra asks: Does Jonathan think that Tony didn't have a drink last night?,Does Sandra believe that Tony didn't have a drink last night?,Does Sandra believe that Tony had a drink last night?
polar,not_p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Paul asks: Did Tony have a drink last night? Question: Does Paul believe that Tony didn't have a drink last night?,Paul asks: Did Tony have a drink last night?,Does Paul believe that Tony didn't have a drink last night?,
acknowledge,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Christopher asks: Did Sharon acknowledge that Josh didn't learn to ride a bike yesterday? Question: Does Christopher believe that Josh didn't learn to ride a bike yesterday?,Christopher asks: Did Sharon acknowledge that Josh didn't learn to ride a bike yesterday?,Does Christopher believe that Josh didn't learn to ride a bike yesterday?,Does Christopher believe that Josh learned to ride a bike yesterday?
admit,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Christopher asks: Did Sharon admit that Josh didn't learn to ride a bike yesterday? Question: Does Christopher believe that Josh didn't learn to ride a bike yesterday?,Christopher asks: Did Sharon admit that Josh didn't learn to ride a bike yesterday?,Does Christopher believe that Josh didn't learn to ride a bike yesterday?,Does Christopher believe that Josh learned to ride a bike yesterday?
announce,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Donna asks: Did Ryan announce that Josh didn't learn to ride a bike yesterday? Question: Does Donna believe that Josh didn't learn to ride a bike yesterday?,Donna asks: Did Ryan announce that Josh didn't learn to ride a bike yesterday?,Does Donna believe that Josh didn't learn to ride a bike yesterday?,Does Donna believe that Josh learned to ride a bike yesterday?
annoyed,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Sandra asks: Is Ryan annoyed that Josh didn't learn to ride a bike yesterday? Question: Does Sandra believe that Josh didn't learn to ride a bike yesterday?,Sandra asks: Is Ryan annoyed that Josh didn't learn to ride a bike yesterday?,Does Sandra believe that Josh didn't learn to ride a bike yesterday?,Does Sandra believe that Josh learned to ride a bike yesterday?
right,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Nancy asks: Is Rebecca right that Josh didn't learn to ride a bike yesterday? Question: Does Nancy believe that Josh didn't learn to ride a bike yesterday?,Nancy asks: Is Rebecca right that Josh didn't learn to ride a bike yesterday?,Does Nancy believe that Josh didn't learn to ride a bike yesterday?,Does Nancy believe that Josh learned to ride a bike yesterday?
confess,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Daniel asks: Did Stephanie confess that Josh didn't learn to ride a bike yesterday? Question: Does Daniel believe that Josh didn't learn to ride a bike yesterday?,Daniel asks: Did Stephanie confess that Josh didn't learn to ride a bike yesterday?,Does Daniel believe that Josh didn't learn to ride a bike yesterday?,Does Daniel believe that Josh learned to ride a bike yesterday?
confirm,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Edward asks: Did Deborah confirm that Josh didn't learn to ride a bike yesterday? Question: Does Edward believe that Josh didn't learn to ride a bike yesterday?,Edward asks: Did Deborah confirm that Josh didn't learn to ride a bike yesterday?,Does Edward believe that Josh didn't learn to ride a bike yesterday?,Does Edward believe that Josh learned to ride a bike yesterday?
demonstrate,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Kenneth asks: Did Deborah demonstrate that Josh didn't learn to ride a bike yesterday? Question: Does Kenneth believe that Josh didn't learn to ride a bike yesterday?,Kenneth asks: Did Deborah demonstrate that Josh didn't learn to ride a bike yesterday?,Does Kenneth believe that Josh didn't learn to ride a bike yesterday?,Does Kenneth believe that Josh learned to ride a bike yesterday?
discover,not_p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Brian asks: Did Nicholas discover that Josh didn't learn to ride a bike yesterday? Question: Does Brian believe that Josh didn't learn to ride a bike yesterday?,Brian asks: Did Nicholas discover that Josh didn't learn to ride a bike yesterday?,Does Brian believe that Josh didn't learn to ride a bike yesterday?,Does Brian believe that Josh learned to ride a bike yesterday?
